settlement_id,entity_type,entity_id,gross_paise,fee_paise,tax_paise,net_paise
setl_003400008,payment,pay_0034001413,129585,2592,467,126526
setl_003400008,payment,pay_0034001465,279684,0,0,279684
setl_003400008,payment,pay_0034001491,60379,1208,217,58954
setl_003400008,payment,pay_0034001578,97009,1940,349,94720
setl_003400008,payment,pay_0034001676,148289,0,0,148289
setl_003400008,payment,pay_0034001743,767071,15341,2761,748969
setl_003400008,payment,pay_0034001836,99196,0,0,99196
setl_003400008,payment,pay_0034001847,37936,759,137,37040
setl_003400008,payment,pay_0034001850,10198,0,0,10198
setl_003400008,payment,pay_0034001866,38705,735,132,37838
setl_003400008,payment,pay_0034001873,142873,643,116,142114
setl_003400008,payment,pay_0034001893,60897,1157,208,59532
setl_003400008,payment,pay_0034001910,84709,0,0,84709
setl_003400008,payment,pay_0034001942,68690,0,0,68690
setl_003400008,payment,pay_0034001975,443126,0,0,443126
setl_003400008,payment,pay_0034002007,47418,0,0,47418
setl_003400008,payment,pay_0034002058,26105,0,0,26105
setl_003400008,payment,pay_0034002092,33869,644,116,33109
setl_003400008,payment,pay_0034002095,34601,0,0,34601
setl_003400008,payment,pay_0034002112,90836,1817,327,88692
setl_003400008,payment,pay_0034002123,25814,0,0,25814
setl_003400008,payment,pay_0034002133,16662,167,30,16465
setl_003400008,payment,pay_0034002138,880239,16725,3011,860503
setl_003400008,payment,pay_0034002163,86439,0,0,86439
setl_003400008,payment,pay_0034002308,82966,0,0,82966
setl_003400008,payment,pay_0034002311,196345,0,0,196345
setl_003400008,payment,pay_0034002313,103945,2079,374,101492
setl_003400008,payment,pay_0034002319,49541,991,178,48372
setl_003400008,payment,pay_0034002321,22648,453,82,22113
setl_003400008,payment,pay_0034002331,48291,966,174,47151
setl_003400008,payment,pay_0034002380,51262,1025,185,50052
setl_003400008,payment,pay_0034002405,77570,0,0,77570
setl_003400008,payment,pay_0034002440,218268,0,0,218268
setl_003400008,payment,pay_0034002454,72294,0,0,72294
setl_003400008,payment,pay_0034002535,362583,0,0,362583
setl_003400008,payment,pay_0034002547,216736,4335,780,211621
setl_003400008,payment,pay_0034002598,299883,0,0,299883
setl_003400008,payment,pay_0034002609,136889,2738,493,133658
setl_003400008,payment,pay_0034002695,133724,2674,481,130569
setl_003400008,payment,pay_0034002706,159954,5278,950,153726
setl_003400008,payment,pay_0034002743,19197,192,35,18970
setl_003400008,payment,pay_0034002749,79886,0,0,79886
setl_003400008,payment,pay_0034002770,18754,375,68,18311
setl_003400008,payment,pay_0034002777,63594,0,0,63594
setl_003400008,payment,pay_0034002820,80299,0,0,80299
setl_003400008,payment,pay_0034002837,96057,0,0,96057
setl_003400008,payment,pay_0034002876,28993,0,0,28993
setl_003400008,payment,pay_0034002966,159616,0,0,159616
setl_003400008,payment,pay_0034002978,39053,0,0,39053
setl_003400008,payment,pay_0034002992,110836,2217,399,108220
setl_003400008,payment,pay_0034003052,55149,0,0,55149
setl_003400008,payment,pay_0034003083,37195,0,0,37195
setl_003400008,payment,pay_0034003120,48939,979,176,47784
setl_003400008,payment,pay_0034003144,85818,1716,309,83793
setl_003400008,payment,pay_0034003157,49508,0,0,49508
setl_003400008,payment,pay_0034003187,100434,0,0,100434
setl_003400008,payment,pay_0034003198,88190,0,0,88190
setl_003400008,payment,pay_0034003232,106227,2125,383,103719
setl_003400008,payment,pay_0034003252,170414,0,0,170414
setl_003400008,payment,pay_0034003328,82774,1655,298,80821
setl_003400008,payment,pay_0034003342,58584,0,0,58584
setl_003400008,payment,pay_0034003350,75889,0,0,75889
setl_003400008,payment,pay_0034003422,121030,2421,436,118173
setl_003400008,payment,pay_0034003478,12766,0,0,12766
setl_003400008,payment,pay_0034003479,778388,0,0,778388
setl_003400008,payment,pay_0034003548,64954,1299,234,63421
setl_003400008,payment,pay_0034003562,52681,0,0,52681
setl_003400008,payment,pay_0034003573,156273,3125,563,152585
setl_003400008,payment,pay_0034003585,119664,2274,409,116981
setl_003400008,payment,pay_0034003599,37592,752,135,36705
setl_003400008,payment,pay_0034003686,138344,0,0,138344
setl_003400008,payment,pay_0034003745,124007,0,0,124007
setl_003400008,payment,pay_0034003762,108686,0,0,108686
setl_003400008,payment,pay_0034003803,164782,3296,593,160893
setl_003400008,payment,pay_0034003804,131677,0,0,131677
setl_003400008,payment,pay_0034003825,165841,0,0,165841
setl_003400008,payment,pay_0034003826,501972,0,0,501972
setl_003400008,payment,pay_0034003839,165801,0,0,165801
setl_003400008,payment,pay_0034003895,37295,0,0,37295
setl_003400008,payment,pay_0034003923,28763,0,0,28763
setl_003400008,payment,pay_0034003937,42889,858,154,41877
setl_003400008,payment,pay_0034003954,20870,417,75,20378
setl_003400008,payment,pay_0034003984,141005,2679,482,137844
setl_003400008,refund,rfnd_0034000578,-31840,0,0,-31840
setl_003400008,refund,rfnd_0034000731,-35346,0,0,-35346
setl_003400008,refund,rfnd_0034001287,-30768,0,0,-30768
setl_003400008,refund,rfnd_0034001702,-419590,0,0,-419590
setl_003400008,refund,rfnd_0034001840,-447264,0,0,-447264
setl_003400008,refund,rfnd_0034002043,-49674,0,0,-49674
setl_003400008,refund,rfnd_0034002745,-18314,0,0,-18314
setl_003400008,refund,rfnd_0034003148,-488999,0,0,-488999
setl_003400008,refund,rfnd_0034003968,-93340,0,0,-93340
setl_003400009,payment,pay_0034000003,57530,0,0,57530
setl_003400009,payment,pay_0034000007,298333,5668,1020,291645
setl_003400009,payment,pay_0034000060,50073,1001,180,48892
setl_003400009,payment,pay_0034000078,50160,0,0,50160
setl_003400009,payment,pay_0034000097,159530,0,0,159530
setl_003400009,payment,pay_0034000129,267173,0,0,267173
setl_003400009,payment,pay_0034000131,50692,0,0,50692
setl_003400009,payment,pay_0034000170,58083,0,0,58083
setl_003400009,payment,pay_0034000183,50379,0,0,50379
setl_003400009,payment,pay_0034000198,306462,0,0,306462
setl_003400009,payment,pay_0034000201,55926,0,0,55926
setl_003400009,payment,pay_0034000228,26279,499,90,25690
setl_003400009,payment,pay_0034000269,139968,2799,504,136665
setl_003400009,payment,pay_0034000271,70365,1407,253,68705
setl_003400009,payment,pay_0034000328,63069,0,0,63069
setl_003400009,payment,pay_0034000348,11500,0,0,11500
setl_003400009,payment,pay_0034000398,29351,558,100,28693
setl_003400009,payment,pay_0034000402,253122,0,0,253122
setl_003400009,payment,pay_0034000419,10889,0,0,10889
setl_003400009,payment,pay_0034000427,84271,0,0,84271
setl_003400009,payment,pay_0034000438,71882,1366,246,70270
setl_003400009,payment,pay_0034000602,29954,0,0,29954
setl_003400009,payment,pay_0034000628,55461,1109,200,54152
setl_003400009,payment,pay_0034000634,27016,0,0,27016
setl_003400009,payment,pay_0034000657,33770,0,0,33770
setl_003400009,payment,pay_0034000667,179534,0,0,179534
setl_003400009,payment,pay_0034000715,25307,0,0,25307
setl_003400009,payment,pay_0034000794,36304,0,0,36304
setl_003400009,payment,pay_0034000851,62003,1240,223,60540
setl_003400009,payment,pay_0034000854,147171,0,0,147171
setl_003400009,payment,pay_0034000885,18330,0,0,18330
setl_003400009,payment,pay_0034000921,29984,0,0,29984
setl_003400009,payment,pay_0034000952,29320,293,53,28974
setl_003400009,payment,pay_0034000997,250105,5002,900,244203
setl_003400009,payment,pay_0034001057,19672,0,0,19672
setl_003400009,payment,pay_0034001109,57274,0,0,57274
setl_003400009,payment,pay_0034001115,58515,0,0,58515
setl_003400009,payment,pay_0034001120,295030,2950,531,291549
setl_003400009,payment,pay_0034001152,47908,0,0,47908
setl_003400009,payment,pay_0034001154,119694,0,0,119694
setl_003400009,payment,pay_0034001203,722425,16616,2991,702818
setl_003400009,payment,pay_0034001222,85643,0,0,85643
setl_003400009,payment,pay_0034001232,96166,962,173,95031
setl_003400009,payment,pay_0034001236,96855,0,0,96855
setl_003400009,payment,pay_0034001247,124714,0,0,124714
setl_003400009,payment,pay_0034001249,120729,2415,435,117879
setl_003400009,payment,pay_0034001261,628925,18868,3396,606661
setl_003400009,payment,pay_0034001290,45681,914,165,44602
setl_003400009,payment,pay_0034001353,66112,298,54,65760
setl_003400009,payment,pay_0034001395,191325,0,0,191325
setl_003400009,payment,pay_0034001459,55719,0,0,55719
setl_003400009,payment,pay_0034001460,237387,7122,1282,228983
setl_003400009,payment,pay_0034001481,23549,0,0,23549
setl_003400009,payment,pay_0034001483,130524,0,0,130524
setl_003400009,payment,pay_0034001517,106597,0,0,106597
setl_003400009,payment,pay_0034001567,19522,390,70,19062
setl_003400009,payment,pay_0034001568,254349,0,0,254349
setl_003400009,payment,pay_0034001588,168060,0,0,168060
setl_003400009,payment,pay_0034001620,62838,628,113,62097
setl_003400009,payment,pay_0034001635,126377,0,0,126377
setl_003400009,payment,pay_0034001723,52131,0,0,52131
setl_003400009,payment,pay_0034001729,58622,0,0,58622
setl_003400009,payment,pay_0034001740,352286,0,0,352286
setl_003400009,payment,pay_0034001778,47812,1434,258,46120
setl_003400009,payment,pay_0034001783,43444,0,0,43444
setl_003400009,payment,pay_0034001846,26375,0,0,26375
setl_003400009,payment,pay_0034001865,21145,0,0,21145
setl_003400009,payment,pay_0034001892,96081,1922,346,93813
setl_003400009,payment,pay_0034001911,26855,0,0,26855
setl_003400009,payment,pay_0034001914,10870,0,0,10870
setl_003400009,payment,pay_0034001920,19307,0,0,19307
setl_003400009,payment,pay_0034001926,52579,0,0,52579
setl_003400009,payment,pay_0034001963,25182,0,0,25182
setl_003400009,payment,pay_0034002049,47818,0,0,47818
setl_003400009,payment,pay_0034002065,169246,0,0,169246
setl_003400009,payment,pay_0034002102,163994,0,0,163994
setl_003400009,payment,pay_0034002130,79134,0,0,79134
setl_003400009,payment,pay_0034002187,460908,0,0,460908
setl_003400009,payment,pay_0034002222,56235,562,101,55572
setl_003400009,payment,pay_0034002223,59740,0,0,59740
setl_003400009,payment,pay_0034002231,218030,0,0,218030
setl_003400009,payment,pay_0034002258,44397,0,0,44397
setl_003400009,payment,pay_0034002275,155527,0,0,155527
setl_003400009,payment,pay_0034002287,214387,0,0,214387
setl_003400009,payment,pay_0034002354,117653,0,0,117653
setl_003400009,payment,pay_0034002358,177459,0,0,177459
setl_003400009,payment,pay_0034002361,55228,0,0,55228
setl_003400009,payment,pay_0034002366,63026,0,0,63026
setl_003400009,payment,pay_0034002419,117413,0,0,117413
setl_003400009,payment,pay_0034002478,165291,3306,595,161390
setl_003400009,payment,pay_0034002488,160401,6015,1083,153303
setl_003400009,payment,pay_0034002493,324935,0,0,324935
setl_003400009,payment,pay_0034002559,38725,0,0,38725
setl_003400009,payment,pay_0034002561,80518,0,0,80518
setl_003400009,payment,pay_0034002594,185374,0,0,185374
setl_003400009,payment,pay_0034002744,172933,3459,623,168851
setl_003400009,payment,pay_0034002762,123893,0,0,123893
setl_003400009,payment,pay_0034002858,28513,542,98,27873
setl_003400009,payment,pay_0034002900,13662,0,0,13662
setl_003400009,payment,pay_0034002938,72889,1458,262,71169
setl_003400009,payment,pay_0034003025,64975,0,0,64975
setl_003400009,payment,pay_0034003038,40837,0,0,40837
setl_003400009,payment,pay_0034003046,15862,0,0,15862
setl_003400009,payment,pay_0034003089,174905,0,0,174905
setl_003400009,payment,pay_0034003092,143190,2864,516,139810
setl_003400009,payment,pay_0034003097,482017,4820,868,476329
setl_003400009,payment,pay_0034003109,182015,5460,983,175572
setl_003400009,payment,pay_0034003133,51106,0,0,51106
setl_003400009,payment,pay_0034003189,95103,951,171,93981
setl_003400009,payment,pay_0034003207,172742,0,0,172742
setl_003400009,payment,pay_0034003228,68258,1365,246,66647
setl_003400009,payment,pay_0034003246,26591,0,0,26591
setl_003400009,payment,pay_0034003257,179761,0,0,179761
setl_003400009,payment,pay_0034003261,43495,0,0,43495
setl_003400009,payment,pay_0034003317,34600,692,125,33783
setl_003400009,payment,pay_0034003334,40811,0,0,40811
setl_003400009,payment,pay_0034003338,47167,943,170,46054
setl_003400009,payment,pay_0034003413,22764,0,0,22764
setl_003400009,payment,pay_0034003437,186515,0,0,186515
setl_003400009,payment,pay_0034003475,104638,0,0,104638
setl_003400009,payment,pay_0034003516,26391,0,0,26391
setl_003400009,payment,pay_0034003540,76585,1110,200,75275
setl_003400009,payment,pay_0034003559,140570,0,0,140570
setl_003400009,payment,pay_0034003580,49051,932,168,47951
setl_003400009,payment,pay_0034003590,49359,0,0,49359
setl_003400009,payment,pay_0034003606,19370,0,0,19370
setl_003400009,payment,pay_0034003633,38582,0,0,38582
setl_003400009,payment,pay_0034003668,234022,4680,842,228500
setl_003400009,payment,pay_0034003736,69455,0,0,69455
setl_003400009,payment,pay_0034003740,68466,1369,246,66851
setl_003400009,payment,pay_0034003743,91369,0,0,91369
setl_003400009,payment,pay_0034003771,5621,0,0,5621
setl_003400009,payment,pay_0034003772,10340,0,0,10340
setl_003400009,payment,pay_0034003789,42314,846,152,41316
setl_003400009,payment,pay_0034003999,22740,0,0,22740
setl_003400009,refund,rfnd_0034001181,-70602,0,0,-70602
setl_003400009,refund,rfnd_0034002431,-11731,0,0,-11731
setl_003400009,refund,rfnd_0034003342,-58584,0,0,-58584
setl_003400009,refund,rfnd_0034003572,-21121,0,0,-21121
setl_003400009,refund,rfnd_0034003958,-20214,0,0,-20214
setl_003400010,payment,pay_0034000052,52508,0,0,52508
setl_003400010,payment,pay_0034000057,115224,0,0,115224
setl_003400010,payment,pay_0034000067,179533,0,0,179533
setl_003400010,payment,pay_0034000080,1122207,0,0,1122207
setl_003400010,payment,pay_0034000083,84735,0,0,84735
setl_003400010,payment,pay_0034000110,116665,0,0,116665
setl_003400010,payment,pay_0034000143,57593,1152,207,56234
setl_003400010,payment,pay_0034000211,209903,0,0,209903
setl_003400010,payment,pay_0034000252,115037,0,0,115037
setl_003400010,payment,pay_0034000259,37067,0,0,37067
setl_003400010,payment,pay_0034000302,25315,0,0,25315
setl_003400010,payment,pay_0034000339,73216,0,0,73216
setl_003400010,payment,pay_0034000352,56892,0,0,56892
setl_003400010,payment,pay_0034000384,326085,0,0,326085
setl_003400010,payment,pay_0034000387,93077,1768,318,90991
setl_003400010,payment,pay_0034000437,385920,0,0,385920
setl_003400010,payment,pay_0034000483,28242,565,102,27575
setl_003400010,payment,pay_0034000498,103686,0,0,103686
setl_003400010,payment,pay_0034000533,271282,0,0,271282
setl_003400010,payment,pay_0034000635,74815,1496,269,73050
setl_003400010,payment,pay_0034000637,36675,0,0,36675
setl_003400010,payment,pay_0034000641,127273,0,0,127273
setl_003400010,payment,pay_0034000709,247713,0,0,247713
setl_003400010,payment,pay_0034000768,10400,0,0,10400
setl_003400010,payment,pay_0034000799,143016,2717,489,139810
setl_003400010,payment,pay_0034000867,97174,0,0,97174
setl_003400010,payment,pay_0034000876,27760,278,50,27432
setl_003400010,payment,pay_0034000934,123768,2475,446,120847
setl_003400010,payment,pay_0034000977,51003,0,0,51003
setl_003400010,payment,pay_0034000985,61979,1240,223,60516
setl_003400010,payment,pay_0034001033,68296,0,0,68296
setl_003400010,payment,pay_0034001062,103734,1037,187,102510
setl_003400010,payment,pay_0034001065,21303,0,0,21303
setl_003400010,payment,pay_0034001169,140587,0,0,140587
setl_003400010,payment,pay_0034001212,87488,0,0,87488
setl_003400010,payment,pay_0034001220,35235,352,63,34820
setl_003400010,payment,pay_0034001223,75855,0,0,75855
setl_003400010,payment,pay_0034001253,170192,0,0,170192
setl_003400010,payment,pay_0034001292,51016,0,0,51016
setl_003400010,payment,pay_0034001293,260629,0,0,260629
setl_003400010,payment,pay_0034001311,338747,0,0,338747
setl_003400010,payment,pay_0034001340,275412,6334,1140,267938
setl_003400010,payment,pay_0034001358,74660,1493,269,72898
setl_003400010,payment,pay_0034001381,37823,0,0,37823
setl_003400010,payment,pay_0034001425,13291,266,48,12977
setl_003400010,payment,pay_0034001557,45438,0,0,45438
setl_003400010,payment,pay_0034001602,53187,1064,192,51931
setl_003400010,payment,pay_0034001647,106276,0,0,106276
setl_003400010,payment,pay_0034001657,146785,2936,528,143321
setl_003400010,payment,pay_0034001672,62628,0,0,62628
setl_003400010,payment,pay_0034001689,20224,384,69,19771
setl_003400010,payment,pay_0034001845,116994,2223,400,114371
setl_003400010,payment,pay_0034001857,4900,0,0,4900
setl_003400010,payment,pay_0034001859,123617,0,0,123617
setl_003400010,payment,pay_0034001918,20974,399,72,20503
setl_003400010,payment,pay_0034001959,20645,413,74,20158
setl_003400010,payment,pay_0034001966,70261,0,0,70261
setl_003400010,payment,pay_0034001977,149464,0,0,149464
setl_003400010,payment,pay_0034001978,21815,414,75,21326
setl_003400010,payment,pay_0034002018,32746,0,0,32746
setl_003400010,payment,pay_0034002054,31072,0,0,31072
setl_003400010,payment,pay_0034002120,49431,989,178,48264
setl_003400010,payment,pay_0034002194,17912,358,64,17490
setl_003400010,payment,pay_0034002251,290514,5810,1046,283658
setl_003400010,payment,pay_0034002260,63660,0,0,63660
setl_003400010,payment,pay_0034002322,219281,4166,750,214365
setl_003400010,payment,pay_0034002423,37438,0,0,37438
setl_003400010,payment,pay_0034002470,78376,0,0,78376
setl_003400010,payment,pay_0034002582,67249,0,0,67249
setl_003400010,payment,pay_0034002603,137080,0,0,137080
setl_003400010,payment,pay_0034002606,156731,0,0,156731
setl_003400010,payment,pay_0034002610,51180,0,0,51180
setl_003400010,payment,pay_0034002621,36028,0,0,36028
setl_003400010,payment,pay_0034002665,17491,0,0,17491
setl_003400010,payment,pay_0034002710,22907,0,0,22907
setl_003400010,payment,pay_0034002720,26196,0,0,26196
setl_003400010,payment,pay_0034002774,51808,0,0,51808
setl_003400010,payment,pay_0034002801,170862,1709,308,168845
setl_003400010,payment,pay_0034002831,34165,0,0,34165
setl_003400010,payment,pay_0034002838,45956,919,165,44872
setl_003400010,payment,pay_0034002866,104337,0,0,104337
setl_003400010,payment,pay_0034002909,866942,0,0,866942
setl_003400010,payment,pay_0034002964,107558,0,0,107558
setl_003400010,payment,pay_0034003099,49404,0,0,49404
setl_003400010,payment,pay_0034003123,390523,0,0,390523
setl_003400010,payment,pay_0034003127,279296,2793,503,276000
setl_003400010,payment,pay_0034003130,35590,0,0,35590
setl_003400010,payment,pay_0034003139,167701,0,0,167701
setl_003400010,payment,pay_0034003147,52305,1046,188,51071
setl_003400010,payment,pay_0034003151,56578,1132,204,55242
setl_003400010,payment,pay_0034003155,163135,3100,558,159477
setl_003400010,payment,pay_0034003166,73706,0,0,73706
setl_003400010,payment,pay_0034003181,15663,0,0,15663
setl_003400010,payment,pay_0034003185,248608,4972,895,242741
setl_003400010,payment,pay_0034003263,7859,0,0,7859
setl_003400010,payment,pay_0034003306,189142,0,0,189142
setl_003400010,payment,pay_0034003322,43679,0,0,43679
setl_003400010,payment,pay_0034003380,15398,0,0,15398
setl_003400010,payment,pay_0034003408,10901,0,0,10901
setl_003400010,payment,pay_0034003557,127261,2545,458,124258
setl_003400010,payment,pay_0034003587,71240,1425,257,69558
setl_003400010,payment,pay_0034003636,71820,0,0,71820
setl_003400010,payment,pay_0034003642,38922,0,0,38922
setl_003400010,payment,pay_0034003681,55093,0,0,55093
setl_003400010,payment,pay_0034003688,97288,1946,350,94992
setl_003400010,payment,pay_0034003694,87365,1660,299,85406
setl_003400010,payment,pay_0034003732,79749,0,0,79749
setl_003400010,payment,pay_0034003733,84090,1682,303,82105
setl_003400010,payment,pay_0034003785,43980,0,0,43980
setl_003400010,payment,pay_0034003790,89378,0,0,89378
setl_003400010,payment,pay_0034003837,18111,362,65,17684
setl_003400010,payment,pay_0034003857,146817,2936,528,143353
setl_003400010,payment,pay_0034003888,57518,0,0,57518
setl_003400010,payment,pay_0034003907,80707,0,0,80707
setl_003400010,payment,pay_0034003962,91490,0,0,91490
setl_003400010,payment,pay_0034003991,72541,1451,261,70829
setl_003400010,refund,rfnd_0034000706,-139364,0,0,-139364
setl_003400010,refund,rfnd_0034001019,-224919,0,0,-224919
setl_003400010,refund,rfnd_0034002548,-373476,0,0,-373476
setl_003400010,refund,rfnd_0034003950,-68641,0,0,-68641
setl_003400011,payment,pay_0034000026,399810,0,0,399810
setl_003400011,payment,pay_0034000038,96726,0,0,96726
setl_003400011,payment,pay_0034000039,209056,4181,753,204122
setl_003400011,payment,pay_0034000094,148709,0,0,148709
setl_003400011,payment,pay_0034000095,255514,5110,920,249484
setl_003400011,payment,pay_0034000127,90407,1808,325,88274
setl_003400011,payment,pay_0034000192,43208,821,148,42239
setl_003400011,payment,pay_0034000195,117924,0,0,117924
setl_003400011,payment,pay_0034000199,49132,0,0,49132
setl_003400011,payment,pay_0034000239,10379,208,37,10134
setl_003400011,payment,pay_0034000322,25410,0,0,25410
setl_003400011,payment,pay_0034000374,23633,0,0,23633
setl_003400011,payment,pay_0034000399,64185,0,0,64185
setl_003400011,payment,pay_0034000532,40042,400,72,39570
setl_003400011,payment,pay_0034000554,42958,859,155,41944
setl_003400011,payment,pay_0034000588,95606,0,0,95606
setl_003400011,payment,pay_0034000618,29857,597,107,29153
setl_003400011,payment,pay_0034000639,19563,0,0,19563
setl_003400011,payment,pay_0034000677,62425,1249,225,60951
setl_003400011,payment,pay_0034000694,28317,0,0,28317
setl_003400011,payment,pay_0034000755,47061,0,0,47061
setl_003400011,payment,pay_0034000771,150709,0,0,150709
setl_003400011,payment,pay_0034000790,153426,0,0,153426
setl_003400011,payment,pay_0034000822,57790,0,0,57790
setl_003400011,payment,pay_0034000898,30583,612,110,29861
setl_003400011,payment,pay_0034000969,4900,98,18,4784
setl_003400011,payment,pay_0034000981,27359,547,98,26714
setl_003400011,payment,pay_0034000999,39817,796,143,38878
setl_003400011,payment,pay_0034001004,98925,0,0,98925
setl_003400011,payment,pay_0034001045,30825,617,111,30097
setl_003400011,payment,pay_0034001074,11330,215,39,11076
setl_003400011,payment,pay_0034001151,1030795,19585,3525,1007685
setl_003400011,payment,pay_0034001208,62197,1244,224,60729
setl_003400011,payment,pay_0034001245,50956,0,0,50956
setl_003400011,payment,pay_0034001262,181052,3621,652,176779
setl_003400011,payment,pay_0034001352,160380,1604,289,158487
setl_003400011,payment,pay_0034001412,498390,0,0,498390
setl_003400011,payment,pay_0034001441,76209,1524,274,74411
setl_003400011,payment,pay_0034001453,209561,0,0,209561
setl_003400011,payment,pay_0034001488,143203,0,0,143203
setl_003400011,payment,pay_0034001497,26970,0,0,26970
setl_003400011,payment,pay_0034001534,86703,0,0,86703
setl_003400011,payment,pay_0034001622,79224,1505,271,77448
setl_003400011,payment,pay_0034001642,80440,0,0,80440
setl_003400011,payment,pay_0034001656,74306,1412,254,72640
setl_003400011,payment,pay_0034001688,86383,1641,295,84447
setl_003400011,payment,pay_0034001712,125216,0,0,125216
setl_003400011,payment,pay_0034001727,64176,0,0,64176
setl_003400011,payment,pay_0034001736,81197,0,0,81197
setl_003400011,payment,pay_0034001748,75489,0,0,75489
setl_003400011,payment,pay_0034001750,55930,1119,201,54610
setl_003400011,payment,pay_0034001777,35808,0,0,35808
setl_003400011,payment,pay_0034001780,47531,951,171,46409
setl_003400011,payment,pay_0034001824,88463,1769,318,86376
setl_003400011,payment,pay_0034001835,19456,389,3502,15565
setl_003400011,payment,pay_0034001880,130383,0,0,130383
setl_003400011,payment,pay_0034001965,101237,0,0,101237
setl_003400011,payment,pay_0034001994,87216,872,157,86187
setl_003400011,payment,pay_0034002016,171658,3262,587,167809
setl_003400011,payment,pay_0034002060,83321,0,0,83321
setl_003400011,payment,pay_0034002137,318806,0,0,318806
setl_003400011,payment,pay_0034002257,92309,923,166,91220
setl_003400011,payment,pay_0034002269,12517,250,45,12222
setl_003400011,payment,pay_0034002298,73565,736,132,72697
setl_003400011,payment,pay_0034002344,87064,1741,313,85010
setl_003400011,payment,pay_0034002376,15526,0,0,15526
setl_003400011,payment,pay_0034002392,6942,229,41,6672
setl_003400011,payment,pay_0034002408,53655,0,0,53655
setl_003400011,payment,pay_0034002418,172907,3285,591,169031
setl_003400011,payment,pay_0034002428,50493,505,91,49897
setl_003400011,payment,pay_0034002468,44292,0,0,44292
setl_003400011,payment,pay_0034002516,235536,0,0,235536
setl_003400011,payment,pay_0034002524,58466,0,0,58466
setl_003400011,payment,pay_0034002554,19771,0,0,19771
setl_003400011,payment,pay_0034002566,80880,0,0,80880
setl_003400011,payment,pay_0034002577,51070,0,0,51070
setl_003400011,payment,pay_0034002611,45341,0,0,45341
setl_003400011,payment,pay_0034002703,184836,0,0,184836
setl_003400011,payment,pay_0034002704,32011,640,115,31256
setl_003400011,payment,pay_0034002725,23096,439,79,22578
setl_003400011,payment,pay_0034002780,53791,1022,184,52585
setl_003400011,payment,pay_0034002875,24871,497,89,24285
setl_003400011,payment,pay_0034002927,64033,1281,231,62521
setl_003400011,payment,pay_0034002957,28629,573,103,27953
setl_003400011,payment,pay_0034002979,84313,1602,288,82423
setl_003400011,payment,pay_0034002981,13564,0,0,13564
setl_003400011,payment,pay_0034002997,92451,0,0,92451
setl_003400011,payment,pay_0034003003,194422,0,0,194422
setl_003400011,payment,pay_0034003042,9362,0,0,9362
setl_003400011,payment,pay_0034003085,184157,3683,663,179811
setl_003400011,payment,pay_0034003087,101991,1020,184,100787
setl_003400011,payment,pay_0034003110,38874,739,133,38002
setl_003400011,payment,pay_0034003179,279878,0,0,279878
setl_003400011,payment,pay_0034003221,68431,1369,246,66816
setl_003400011,payment,pay_0034003233,213787,0,0,213787
setl_003400011,payment,pay_0034003242,167928,3359,605,163964
setl_003400011,payment,pay_0034003268,44044,0,0,44044
setl_003400011,payment,pay_0034003279,464912,0,0,464912
setl_003400011,payment,pay_0034003313,73586,1472,265,71849
setl_003400011,payment,pay_0034003344,45595,0,0,45595
setl_003400011,payment,pay_0034003349,16636,333,60,16243
setl_003400011,payment,pay_0034003357,22992,460,83,22449
setl_003400011,payment,pay_0034003385,62504,1250,225,61029
setl_003400011,payment,pay_0034003405,226828,0,0,226828
setl_003400011,payment,pay_0034003615,31329,627,113,30589
setl_003400011,payment,pay_0034003620,53551,0,0,53551
setl_003400011,payment,pay_0034003632,107134,0,0,107134
setl_003400011,payment,pay_0034003653,87178,2615,471,84092
setl_003400011,payment,pay_0034003672,220575,4412,794,215369
setl_003400011,payment,pay_0034003674,37641,0,0,37641
setl_003400011,payment,pay_0034003675,217548,0,0,217548
setl_003400011,payment,pay_0034003706,11975,228,41,11706
setl_003400011,payment,pay_0034003744,54317,1086,195,53036
setl_003400011,payment,pay_0034003793,19915,398,72,19445
setl_003400011,payment,pay_0034003845,233157,0,0,233157
setl_003400011,payment,pay_0034003847,148995,2831,510,145654
setl_003400011,payment,pay_0034003854,197137,0,0,197137
setl_003400011,payment,pay_0034003862,26281,0,0,26281
setl_003400011,payment,pay_0034003874,253755,0,0,253755
setl_003400011,payment,pay_0034003906,51389,0,0,51389
setl_003400011,payment,pay_0034003981,43930,0,0,43930
setl_003400011,refund,rfnd_0034000068,-31970,0,0,-31970
setl_003400011,refund,rfnd_0034000637,-36675,0,0,-36675
setl_003400011,refund,rfnd_0034000950,-25510,0,0,-25510
setl_003400011,refund,rfnd_0034001610,-21100,0,0,-21100
setl_003400011,refund,rfnd_0034002603,-137080,0,0,-137080
setl_003400011,refund,rfnd_0034003665,-274247,0,0,-274247
setl_003400012,payment,pay_0034000004,62327,0,0,62327
setl_003400012,payment,pay_0034000043,84485,0,0,84485
setl_003400012,payment,pay_0034000070,10479,199,36,10244
setl_003400012,payment,pay_0034000140,26465,0,0,26465
setl_003400012,payment,pay_0034000155,28945,579,104,28262
setl_003400012,payment,pay_0034000172,110595,2212,398,107985
setl_003400012,payment,pay_0034000202,23083,0,0,23083
setl_003400012,payment,pay_0034000277,71588,1432,258,69898
setl_003400012,payment,pay_0034000291,308384,0,0,308384
setl_003400012,payment,pay_0034000360,32976,627,113,32236
setl_003400012,payment,pay_0034000367,153655,0,0,153655
