payment_id,order_id,amount_paise,method,network,status,fee_paise,tax_paise,captured_at,international
pay_0034000899,order_0034000899,36789,upi,none,captured,0,0,2026-07-19T02:15:12,0
pay_0034000900,order_0034000900,68449,card,rupay,captured,684,123,2026-07-04T16:33:05,0
pay_0034000901,order_0034000901,71840,card,visa,captured,1437,259,2026-07-22T05:10:32,0
pay_0034000902,order_0034000902,20181,wallet,none,captured,404,73,2026-07-01T04:15:07,0
pay_0034000903,order_0034000903,56276,upi,none,captured,0,0,2026-07-20T23:52:49,0
pay_0034000904,order_0034000904,57322,card,rupay,failed,0,0,2026-07-06T02:45:37,0
pay_0034000905,order_0034000905,18201,upi,none,captured,0,0,2026-07-15T04:49:22,0
pay_0034000906,order_0034000906,19863,card,visa,captured,397,71,2026-07-23T16:58:21,0
pay_0034000907,order_0034000907,28089,card,mastercard,captured,562,101,2026-07-13T21:27:20,0
pay_0034000908,order_0034000908,53303,upi,none,captured,0,0,2026-07-28T13:43:27,0
pay_0034000909,order_0034000909,118032,card,mastercard,captured,2361,425,2026-07-09T06:54:08,0
pay_0034000910,order_0034000910,99774,upi,none,captured,0,0,2026-07-16T11:19:23,0
pay_0034000911,order_0034000911,73319,upi,none,captured,0,0,2026-07-17T15:31:14,0
pay_0034000912,order_0034000912,37635,wallet,none,captured,753,136,2026-07-24T14:45:46,0
pay_0034000913,order_0034000913,241323,upi,none,captured,0,0,2026-07-13T01:55:15,0
pay_0034000914,order_0034000914,53753,upi,none,captured,0,0,2026-07-26T02:27:20,0
pay_0034000915,order_0034000915,67875,card,mastercard,captured,1358,244,2026-07-18T05:02:14,0
pay_0034000916,order_0034000916,99759,upi,none,captured,0,0,2026-07-22T15:22:57,0
pay_0034000917,order_0034000917,39456,card,rupay,captured,395,71,2026-07-16T20:40:37,0
pay_0034000918,order_0034000918,127078,netbanking,none,captured,2414,435,2026-07-02T21:50:02,0
pay_0034000919,order_0034000919,84243,upi,none,failed,0,0,2026-07-15T08:42:53,0
pay_0034000920,order_0034000920,10976,upi,none,captured,0,0,2026-07-25T13:46:10,0
pay_0034000921,order_0034000921,29984,upi,none,captured,0,0,2026-07-10T01:35:32,0
pay_0034000922,order_0034000922,77096,upi,none,captured,0,0,2026-07-25T17:53:20,0
pay_0034000923,order_0034000923,56971,card,mastercard,captured,1139,205,2026-07-26T14:45:52,0
pay_0034000924,order_0034000924,55059,upi,none,captured,0,0,2026-07-01T09:22:37,0
pay_0034000925,order_0034000925,64682,netbanking,none,captured,1229,11643,2026-07-19T20:48:03,0
pay_0034000926,order_0034000926,147488,card,visa,failed,0,0,2026-07-12T21:36:15,1
pay_0034000927,order_0034000927,136862,card,mastercard,captured,2737,493,2026-07-06T15:55:17,0
pay_0034000928,order_0034000928,56803,card,rupay,captured,568,102,2026-07-20T02:56:53,0
pay_0034000929,order_0034000929,29759,card,rupay,captured,298,54,2026-07-07T10:47:43,0
pay_0034000930,order_0034000930,47883,upi,none,captured,0,0,2026-07-24T08:23:25,0
pay_0034000931,order_0034000931,8012,wallet,none,captured,160,29,2026-07-02T21:53:12,0
pay_0034000932,order_0034000932,106591,upi,none,captured,0,0,2026-07-30T03:23:25,0
pay_0034000933,order_0034000933,44654,card,visa,captured,893,161,2026-07-04T12:22:08,0
pay_0034000934,order_0034000934,123768,card,visa,captured,2475,446,2026-07-11T07:57:33,0
pay_0034000935,order_0034000935,19399,upi,none,captured,0,0,2026-07-30T09:44:21,0
pay_0034000936,order_0034000936,199363,card,mastercard,captured,3987,718,2026-07-14T00:35:37,0
pay_0034000937,order_0034000937,257503,upi,none,captured,0,0,2026-07-14T23:35:00,0
pay_0034000938,order_0034000938,79108,upi,none,captured,0,0,2026-07-04T23:51:23,0
pay_0034000939,order_0034000939,232249,upi,none,captured,0,0,2026-07-18T18:39:49,0
pay_0034000940,order_0034000940,111039,upi,none,captured,0,0,2026-07-07T16:30:10,0
pay_0034000941,order_0034000941,349348,upi,none,captured,0,0,2026-07-14T19:11:47,0
pay_0034000942,order_0034000942,121321,upi,none,captured,0,0,2026-07-18T07:00:33,0
pay_0034000943,order_0034000943,46623,upi,none,captured,0,0,2026-07-29T09:48:01,0
pay_0034000944,order_0034000944,18408,card,mastercard,captured,368,66,2026-07-06T18:38:46,0
pay_0034000945,order_0034000945,20847,upi,none,captured,0,0,2026-07-31T01:29:41,0
pay_0034000946,order_0034000946,15850,upi,none,captured,71,13,2026-07-18T22:26:36,0
pay_0034000947,order_0034000947,383571,netbanking,none,captured,7288,1312,2026-07-14T20:54:45,0
pay_0034000948,order_0034000948,101563,card,mastercard,failed,0,0,2026-07-13T06:57:30,0
pay_0034000949,order_0034000949,11473,card,visa,captured,229,41,2026-07-23T05:15:10,0
pay_0034000950,order_0034000950,25510,card,rupay,captured,255,46,2026-07-04T19:07:28,0
pay_0034000951,order_0034000951,14113,netbanking,none,failed,0,0,2026-07-19T12:02:15,0
pay_0034000952,order_0034000952,29320,card,rupay,captured,293,53,2026-07-10T13:10:50,0
pay_0034000953,order_0034000953,67956,card,visa,captured,1359,245,2026-07-15T21:50:58,0
pay_0034000954,order_0034000954,26127,wallet,none,captured,523,94,2026-07-21T18:58:24,0
pay_0034000955,order_0034000955,32762,upi,none,captured,0,0,2026-07-14T14:52:37,0
pay_0034000956,order_0034000956,55092,card,rupay,captured,551,99,2026-07-13T13:21:56,0
pay_0034000957,order_0034000957,47026,upi,none,failed,0,0,2026-07-17T03:37:55,0
pay_0034000958,order_0034000958,110313,netbanking,none,captured,2096,377,2026-07-21T14:10:38,0
pay_0034000959,order_0034000959,52623,upi,none,captured,0,0,2026-07-03T09:24:25,0
pay_0034000960,order_0034000960,72443,card,visa,captured,1449,261,2026-07-02T14:49:02,0
pay_0034000961,order_0034000961,112026,upi,none,captured,0,0,2026-07-21T19:22:53,0
pay_0034000962,order_0034000962,44216,upi,none,captured,0,0,2026-07-26T10:36:48,0
pay_0034000963,order_0034000963,362062,upi,none,captured,0,0,2026-07-15T01:06:23,0
pay_0034000964,order_0034000964,25545,upi,none,captured,0,0,2026-07-03T02:47:22,0
pay_0034000965,order_0034000965,100924,upi,none,captured,0,0,2026-07-14T01:22:33,0
pay_0034000966,order_0034000966,64045,card,visa,failed,0,0,2026-07-30T12:30:42,0
pay_0034000967,order_0034000967,23206,card,rupay,captured,232,42,2026-07-04T23:11:05,0
pay_0034000968,order_0034000968,43309,card,mastercard,captured,866,156,2026-07-25T23:59:28,0
pay_0034000969,order_0034000969,4900,card,mastercard,captured,98,18,2026-07-12T01:53:50,0
pay_0034000970,order_0034000970,36702,card,rupay,captured,367,66,2026-07-16T00:42:38,0
pay_0034000971,order_0034000971,97090,upi,none,captured,0,0,2026-07-30T14:44:07,0
pay_0034000972,order_0034000972,743980,upi,none,captured,0,0,2026-07-17T10:14:45,0
pay_0034000973,order_0034000973,37838,wallet,none,captured,757,136,2026-07-28T00:52:55,0
pay_0034000974,order_0034000974,26117,upi,none,captured,0,0,2026-07-14T19:50:20,0
pay_0034000975,order_0034000975,145279,card,visa,captured,2906,523,2026-07-02T01:41:52,0
pay_0034000976,order_0034000976,119805,upi,none,captured,0,0,2026-07-16T17:15:10,0
pay_0034000977,order_0034000977,51003,upi,none,captured,0,0,2026-07-11T11:40:37,0
pay_0034000978,order_0034000978,122125,upi,none,captured,0,0,2026-07-25T01:56:22,0
pay_0034000979,order_0034000979,532774,card,visa,captured,10655,1918,2026-07-30T02:37:54,0
pay_0034000980,order_0034000980,57947,card,mastercard,failed,0,0,2026-07-29T13:31:09,0
pay_0034000981,order_0034000981,27359,card,visa,captured,547,98,2026-07-12T09:38:59,0
pay_0034000982,order_0034000982,58608,card,mastercard,failed,0,0,2026-07-31T22:34:45,0
pay_0034000983,order_0034000983,47645,card,visa,captured,953,172,2026-07-28T21:14:37,0
pay_0034000984,order_0034000984,114610,upi,none,captured,0,0,2026-07-07T06:38:22,0
pay_0034000985,order_0034000985,61979,card,visa,captured,1240,223,2026-07-11T10:57:09,0
pay_0034000986,order_0034000986,69453,upi,none,captured,0,0,2026-07-28T04:01:07,0
pay_0034000987,order_0034000987,27364,card,visa,captured,547,98,2026-07-13T17:16:25,0
pay_0034000988,order_0034000988,327144,netbanking,none,captured,6216,1119,2026-07-14T14:14:27,0
pay_0034000989,order_0034000989,46950,card,rupay,captured,1080,194,2026-07-07T00:21:15,1
pay_0034000990,order_0034000990,100606,upi,none,captured,0,0,2026-07-20T11:40:56,0
pay_0034000991,order_0034000991,112565,upi,none,captured,0,0,2026-07-17T22:37:43,0
pay_0034000992,order_0034000992,104967,card,visa,captured,2099,378,2026-07-14T12:19:06,0
pay_0034000993,order_0034000993,15418,netbanking,none,captured,293,53,2026-07-18T16:40:33,0
pay_0034000994,order_0034000994,165239,upi,none,captured,0,0,2026-07-08T13:27:32,0
pay_0034000995,order_0034000995,45568,upi,none,captured,0,0,2026-07-02T05:29:20,0
pay_0034000996,order_0034000996,37159,netbanking,none,captured,706,127,2026-07-03T14:25:05,0
pay_0034000997,order_0034000997,250105,card,visa,captured,5002,900,2026-07-10T00:45:47,0
pay_0034000998,order_0034000998,186221,card,rupay,captured,1862,335,2026-07-02T13:47:26,0
pay_0034000999,order_0034000999,39817,card,visa,captured,796,143,2026-07-12T11:37:05,0
pay_0034001000,order_0034001000,397347,upi,none,captured,0,0,2026-07-13T04:52:37,0
pay_0034001001,order_0034001001,149716,upi,none,captured,0,0,2026-07-21T08:46:02,0
pay_0034001002,order_0034001002,57229,upi,none,captured,0,0,2026-07-19T12:56:33,0
pay_0034001003,order_0034001003,74548,wallet,none,captured,1491,268,2026-07-23T06:24:35,0
pay_0034001004,order_0034001004,98925,upi,none,captured,0,0,2026-07-12T02:25:10,0
pay_0034001005,order_0034001005,91033,upi,none,captured,0,0,2026-07-18T21:36:04,0
pay_0034001006,order_0034001006,48402,card,mastercard,captured,968,174,2026-07-03T20:53:28,0
pay_0034001007,order_0034001007,24705,card,rupay,captured,247,44,2026-07-13T01:58:32,0
pay_0034001008,order_0034001008,18837,netbanking,none,failed,0,0,2026-07-05T07:14:02,0
pay_0034001009,order_0034001009,64196,upi,none,captured,0,0,2026-07-29T10:52:11,0
pay_0034001010,order_0034001010,345412,upi,none,captured,0,0,2026-07-05T09:05:39,0
pay_0034001011,order_0034001011,33320,upi,none,captured,0,0,2026-07-08T11:00:33,0
pay_0034001012,order_0034001012,24670,card,visa,captured,493,89,2026-07-31T11:03:46,0
pay_0034001013,order_0034001013,29870,card,mastercard,captured,597,107,2026-07-18T15:34:21,0
pay_0034001014,order_0034001014,298170,card,amex,failed,0,0,2026-07-05T06:00:39,0
pay_0034001015,order_0034001015,20255,upi,none,captured,0,0,2026-07-09T03:16:39,0
pay_0034001016,order_0034001016,33570,upi,none,captured,0,0,2026-07-06T17:38:22,0
pay_0034001017,order_0034001017,142891,upi,none,captured,0,0,2026-07-01T12:11:50,0
pay_0034001018,order_0034001018,89849,upi,none,captured,0,0,2026-07-02T21:48:00,0
pay_0034001019,order_0034001019,224919,upi,none,captured,0,0,2026-07-05T15:07:17,0
pay_0034001020,order_0034001020,172289,upi,none,captured,0,0,2026-07-18T12:19:02,0
pay_0034001021,order_0034001021,18790,card,rupay,captured,188,34,2026-07-23T13:59:49,0
pay_0034001022,order_0034001022,38839,card,visa,captured,777,140,2026-07-09T19:20:16,0
pay_0034001023,order_0034001023,111285,upi,none,captured,0,0,2026-07-07T20:15:28,0
pay_0034001024,order_0034001024,225646,upi,none,captured,0,0,2026-07-07T07:36:57,0
pay_0034001025,order_0034001025,62176,upi,none,captured,0,0,2026-07-16T18:47:26,0
pay_0034001026,order_0034001026,35807,card,rupay,captured,824,148,2026-07-09T14:40:33,1
pay_0034001027,order_0034001027,32132,card,rupay,captured,321,58,2026-07-16T06:57:49,0
pay_0034001028,order_0034001028,146738,upi,none,captured,0,0,2026-07-19T06:08:03,0
pay_0034001029,order_0034001029,19148,upi,none,captured,0,0,2026-07-06T07:37:19,0
pay_0034001030,order_0034001030,182192,upi,none,captured,0,0,2026-07-27T12:57:50,0
pay_0034001031,order_0034001031,42244,card,visa,captured,845,152,2026-07-28T14:32:27,0
pay_0034001032,order_0034001032,77109,upi,none,failed,0,0,2026-07-09T09:20:01,0
pay_0034001033,order_0034001033,68296,upi,none,captured,0,0,2026-07-11T20:08:30,0
pay_0034001034,order_0034001034,215993,card,mastercard,captured,4320,778,2026-07-23T23:12:02,0
pay_0034001035,order_0034001035,23778,upi,none,failed,0,0,2026-07-20T19:53:26,0
pay_0034001036,order_0034001036,79268,netbanking,none,captured,1506,271,2026-07-22T16:04:08,0
pay_0034001037,order_0034001037,189181,card,rupay,captured,1892,341,2026-07-01T20:55:48,0
pay_0034001038,order_0034001038,149831,upi,none,captured,0,0,2026-07-09T02:58:52,0
pay_0034001039,order_0034001039,455963,card,mastercard,captured,9119,1641,2026-07-01T07:27:04,0
pay_0034001040,order_0034001040,86184,upi,none,captured,0,0,2026-07-16T13:56:41,0
pay_0034001041,order_0034001041,59533,upi,none,captured,0,0,2026-07-17T00:54:58,0
pay_0034001042,order_0034001042,30469,upi,none,captured,0,0,2026-07-07T20:01:32,0
pay_0034001043,order_0034001043,27206,upi,none,captured,0,0,2026-07-03T17:10:42,0
pay_0034001044,order_0034001044,180398,upi,none,captured,0,0,2026-07-02T03:55:22,0
pay_0034001045,order_0034001045,30825,card,visa,captured,617,111,2026-07-12T06:33:18,0
pay_0034001046,order_0034001046,151871,upi,none,captured,0,0,2026-07-04T13:44:08,0
pay_0034001047,order_0034001047,130773,netbanking,none,failed,0,0,2026-07-18T01:23:52,0
pay_0034001048,order_0034001048,36542,upi,none,captured,0,0,2026-07-17T06:54:56,0
pay_0034001049,order_0034001049,61015,wallet,none,captured,1220,220,2026-07-27T07:07:40,0
pay_0034001050,order_0034001050,35490,card,visa,captured,710,128,2026-07-09T17:34:58,0
pay_0034001051,order_0034001051,381672,upi,none,captured,0,0,2026-07-01T23:13:30,0
pay_0034001052,order_0034001052,53994,upi,none,captured,0,0,2026-07-31T13:37:34,0
pay_0034001053,order_0034001053,279188,wallet,none,captured,5584,1005,2026-07-26T16:31:26,0
pay_0034001054,order_0034001054,29857,upi,none,captured,0,0,2026-07-30T17:01:35,0
pay_0034001055,order_0034001055,6549,upi,none,captured,0,0,2026-07-14T10:57:50,0
pay_0034001056,order_0034001056,449284,upi,none,captured,0,0,2026-07-03T12:57:14,0
pay_0034001057,order_0034001057,19672,upi,none,captured,0,0,2026-07-10T06:41:06,0
pay_0034001058,order_0034001058,84707,card,visa,captured,1694,305,2026-07-26T15:14:57,0
pay_0034001059,order_0034001059,77760,upi,none,captured,0,0,2026-07-28T06:52:32,0
pay_0034001060,order_0034001060,602970,upi,none,captured,0,0,2026-07-14T20:27:12,0
pay_0034001061,order_0034001061,270589,upi,none,captured,0,0,2026-07-19T12:30:08,0
pay_0034001062,order_0034001062,103734,card,rupay,captured,1037,187,2026-07-11T03:43:22,0
pay_0034001063,order_0034001063,18017,wallet,none,captured,360,65,2026-07-22T10:45:21,0
pay_0034001064,order_0034001064,36733,upi,none,captured,0,0,2026-07-20T06:20:23,0
pay_0034001065,order_0034001065,21303,upi,none,captured,0,0,2026-07-11T17:32:48,0
pay_0034001066,order_0034001066,42559,upi,none,failed,0,0,2026-07-08T23:07:18,0
pay_0034001067,order_0034001067,153231,upi,none,captured,0,0,2026-07-31T02:45:07,0
pay_0034001068,order_0034001068,84915,upi,none,captured,0,0,2026-07-16T05:26:36,0
pay_0034001069,order_0034001069,84104,netbanking,none,captured,1598,288,2026-07-22T13:49:43,0
pay_0034001070,order_0034001070,122156,upi,none,captured,0,0,2026-07-18T03:59:12,0
pay_0034001071,order_0034001071,49805,upi,none,failed,0,0,2026-07-24T06:15:54,0
pay_0034001072,order_0034001072,251933,upi,none,captured,0,0,2026-07-07T05:50:49,0
pay_0034001073,order_0034001073,54883,card,mastercard,captured,1098,198,2026-07-13T00:07:24,0
pay_0034001074,order_0034001074,11330,netbanking,none,captured,215,39,2026-07-12T01:05:47,0
pay_0034001075,order_0034001075,172985,card,visa,captured,3460,623,2026-07-04T18:45:22,0
pay_0034001076,order_0034001076,78548,upi,none,captured,0,0,2026-07-08T20:17:33,0
pay_0034001077,order_0034001077,119859,upi,none,captured,0,0,2026-07-05T12:07:35,0
pay_0034001078,order_0034001078,197118,upi,none,failed,0,0,2026-07-12T22:33:25,0
pay_0034001079,order_0034001079,101516,card,visa,captured,2030,365,2026-07-27T06:28:21,0
pay_0034001080,order_0034001080,125963,upi,none,captured,0,0,2026-07-09T20:53:20,0
pay_0034001081,order_0034001081,56753,card,visa,captured,1135,204,2026-07-27T03:34:30,0
pay_0034001082,order_0034001082,26457,upi,none,captured,0,0,2026-07-31T22:20:39,0
pay_0034001083,order_0034001083,345730,upi,none,captured,0,0,2026-07-13T19:46:24,0
pay_0034001084,order_0034001084,92075,upi,none,captured,0,0,2026-07-16T13:25:18,0
pay_0034001085,order_0034001085,5638,upi,none,failed,0,0,2026-07-15T04:35:06,0
pay_0034001086,order_0034001086,72901,netbanking,none,captured,1385,249,2026-07-02T12:44:33,0
pay_0034001087,order_0034001087,94814,upi,none,captured,0,0,2026-07-18T15:21:47,0
pay_0034001088,order_0034001088,80202,upi,none,captured,0,0,2026-07-18T07:30:28,0
pay_0034001089,order_0034001089,183183,upi,none,captured,0,0,2026-07-09T08:30:09,0
pay_0034001090,order_0034001090,47075,card,visa,captured,942,170,2026-07-16T03:56:57,0
pay_0034001091,order_0034001091,51850,card,mastercard,captured,1037,187,2026-07-26T11:55:41,0
pay_0034001092,order_0034001092,88495,upi,none,captured,0,0,2026-07-05T22:38:28,0
pay_0034001093,order_0034001093,71589,upi,none,captured,0,0,2026-07-28T13:56:35,0
pay_0034001094,order_0034001094,107601,upi,none,captured,0,0,2026-07-03T17:07:25,0
pay_0034001095,order_0034001095,109096,card,rupay,captured,1091,196,2026-07-26T19:57:02,0
pay_0034001096,order_0034001096,20307,upi,none,captured,0,0,2026-07-03T02:36:24,0
pay_0034001097,order_0034001097,35505,upi,none,captured,0,0,2026-07-23T11:22:20,0
pay_0034001098,order_0034001098,150477,wallet,none,captured,3010,542,2026-07-20T17:42:47,0
pay_0034001099,order_0034001099,53664,wallet,none,captured,1073,193,2026-07-04T13:53:32,0
pay_0034001100,order_0034001100,419953,card,visa,captured,8399,1512,2026-07-20T15:17:32,0
pay_0034001101,order_0034001101,58890,upi,none,failed,0,0,2026-07-18T07:35:07,0
pay_0034001102,order_0034001102,21438,upi,none,captured,0,0,2026-07-14T05:39:14,0
pay_0034001103,order_0034001103,211988,card,mastercard,captured,4240,763,2026-07-27T17:38:27,0
pay_0034001104,order_0034001104,50061,upi,none,captured,0,0,2026-07-14T05:16:40,0
pay_0034001105,order_0034001105,127065,upi,none,failed,0,0,2026-07-31T15:47:46,0
pay_0034001106,order_0034001106,91104,upi,none,captured,0,0,2026-07-25T23:24:11,0
pay_0034001107,order_0034001107,85177,netbanking,none,captured,1618,291,2026-07-30T02:05:19,0
pay_0034001108,order_0034001108,42790,upi,none,captured,0,0,2026-07-02T11:20:25,0
pay_0034001109,order_0034001109,57274,upi,none,captured,0,0,2026-07-10T03:53:56,0
pay_0034001110,order_0034001110,57733,card,mastercard,captured,1414,255,2026-07-26T23:38:15,0
pay_0034001111,order_0034001111,44631,upi,none,captured,0,0,2026-07-05T06:09:15,0
pay_0034001112,order_0034001112,225919,upi,none,captured,0,0,2026-07-13T23:02:54,0
pay_0034001113,order_0034001113,93928,upi,none,captured,0,0,2026-07-24T03:44:36,0
pay_0034001114,order_0034001114,238238,upi,none,captured,0,0,2026-07-23T18:50:47,0
pay_0034001115,order_0034001115,58515,upi,none,captured,0,0,2026-07-10T23:17:05,0
pay_0034001116,order_0034001116,130825,upi,none,captured,0,0,2026-07-28T14:21:32,0
pay_0034001117,order_0034001117,49461,card,mastercard,failed,0,0,2026-07-12T21:18:12,0
pay_0034001118,order_0034001118,37256,upi,none,captured,0,0,2026-07-26T21:43:43,0
pay_0034001119,order_0034001119,418661,upi,none,captured,0,0,2026-07-15T16:05:07,0
pay_0034001120,order_0034001120,295030,card,rupay,captured,2950,531,2026-07-10T23:36:18,0
pay_0034001121,order_0034001121,82313,wallet,none,captured,1646,296,2026-07-22T15:22:27,0
pay_0034001122,order_0034001122,91927,upi,none,captured,0,0,2026-07-04T07:43:04,0
pay_0034001123,order_0034001123,30646,upi,none,captured,0,0,2026-07-18T20:10:44,0
pay_0034001124,order_0034001124,50844,upi,none,captured,0,0,2026-07-29T10:49:07,0
pay_0034001125,order_0034001125,58464,wallet,none,captured,1169,210,2026-07-14T01:59:47,0
pay_0034001126,order_0034001126,79671,netbanking,none,captured,1514,273,2026-07-21T11:49:51,0
pay_0034001127,order_0034001127,172970,card,mastercard,captured,3459,623,2026-07-09T16:58:13,0
pay_0034001128,order_0034001128,32570,upi,none,captured,0,0,2026-07-02T10:48:41,0
pay_0034001129,order_0034001129,79869,upi,none,captured,0,0,2026-07-03T22:08:33,0
pay_0034001130,order_0034001130,75902,card,mastercard,captured,1518,273,2026-07-15T09:41:35,0
pay_0034001131,order_0034001131,33679,upi,none,captured,0,0,2026-07-06T02:27:38,0
pay_0034001132,order_0034001132,301156,upi,none,captured,0,0,2026-07-27T05:52:45,0
pay_0034001133,order_0034001133,69066,card,visa,captured,1381,249,2026-07-25T03:27:45,0
pay_0034001134,order_0034001134,87459,upi,none,captured,0,0,2026-07-31T03:13:28,0
pay_0034001135,order_0034001135,99814,upi,none,captured,0,0,2026-07-21T15:31:56,0
pay_0034001136,order_0034001136,108743,wallet,none,captured,2175,392,2026-07-27T19:15:40,0
pay_0034001137,order_0034001137,22726,card,mastercard,captured,455,82,2026-07-14T13:36:13,0
pay_0034001138,order_0034001138,44345,upi,none,captured,0,0,2026-07-09T07:14:24,0
pay_0034001139,order_0034001139,50578,upi,none,captured,0,0,2026-07-01T21:12:55,0
pay_0034001140,order_0034001140,299512,wallet,none,captured,5990,1078,2026-07-13T00:01:17,0
pay_0034001141,order_0034001141,44830,upi,none,failed,0,0,2026-07-29T11:10:29,0
pay_0034001142,order_0034001142,63976,upi,none,captured,0,0,2026-07-15T07:17:44,0
pay_0034001143,order_0034001143,260744,upi,none,captured,0,0,2026-07-21T07:50:40,0
pay_0034001144,order_0034001144,31439,upi,none,captured,0,0,2026-07-13T05:24:41,0
pay_0034001145,order_0034001145,35183,wallet,none,captured,704,127,2026-07-13T07:43:26,0
pay_0034001146,order_0034001146,38235,wallet,none,captured,765,6882,2026-07-27T12:59:28,0
pay_0034001147,order_0034001147,34762,upi,none,captured,0,0,2026-07-05T18:54:32,0
pay_0034001148,order_0034001148,146235,upi,none,captured,0,0,2026-07-05T14:42:01,0
pay_0034001149,order_0034001149,146543,upi,none,failed,0,0,2026-07-27T19:23:08,0
pay_0034001150,order_0034001150,36956,upi,none,captured,0,0,2026-07-17T16:06:43,0
pay_0034001151,order_0034001151,1030795,netbanking,none,captured,19585,3525,2026-07-12T05:54:21,0
pay_0034001152,order_0034001152,47908,upi,none,captured,0,0,2026-07-10T11:23:06,0
pay_0034001153,order_0034001153,59453,card,mastercard,captured,1189,214,2026-07-18T10:00:40,0
pay_0034001154,order_0034001154,119694,upi,none,captured,0,0,2026-07-10T10:47:29,0
pay_0034001155,order_0034001155,159386,card,visa,captured,3188,574,2026-07-23T21:43:33,0
pay_0034001156,order_0034001156,84502,upi,none,captured,0,0,2026-07-28T16:20:25,0
pay_0034001157,order_0034001157,408884,upi,none,captured,0,0,2026-07-25T13:12:43,0
pay_0034001158,order_0034001158,582987,upi,none,captured,0,0,2026-07-31T11:47:17,0
pay_0034001159,order_0034001159,288597,upi,none,captured,0,0,2026-07-27T06:54:45,0
pay_0034001160,order_0034001160,271241,upi,none,captured,0,0,2026-07-25T21:15:04,0
pay_0034001161,order_0034001161,52351,upi,none,captured,0,0,2026-07-01T08:00:24,0
pay_0034001162,order_0034001162,75296,upi,none,captured,0,0,2026-07-24T22:36:50,0
pay_0034001163,order_0034001163,11821,upi,none,captured,0,0,2026-07-09T03:26:53,0
pay_0034001164,order_0034001164,55165,upi,none,captured,0,0,2026-07-15T19:39:18,0
pay_0034001165,order_0034001165,68503,upi,none,captured,0,0,2026-07-08T18:28:30,0
pay_0034001166,order_0034001166,135211,netbanking,none,captured,2569,462,2026-07-18T19:55:13,0
pay_0034001167,order_0034001167,394781,upi,none,captured,0,0,2026-07-14T22:55:10,0
pay_0034001168,order_0034001168,153510,upi,none,captured,0,0,2026-07-18T09:04:40,0
pay_0034001169,order_0034001169,140587,upi,none,captured,0,0,2026-07-11T00:47:28,0
pay_0034001170,order_0034001170,68686,upi,none,captured,0,0,2026-07-15T10:51:56,0
pay_0034001171,order_0034001171,206944,upi,none,failed,0,0,2026-07-15T12:00:59,0
pay_0034001172,order_0034001172,251523,upi,none,captured,0,0,2026-07-03T15:57:29,0
pay_0034001173,order_0034001173,29555,upi,none,captured,0,0,2026-07-09T00:20:18,0
pay_0034001174,order_0034001174,167462,upi,none,captured,0,0,2026-07-01T18:24:57,0
pay_0034001175,order_0034001175,157494,card,mastercard,captured,3150,567,2026-07-15T18:53:20,0
pay_0034001176,order_0034001176,25657,upi,none,captured,0,0,2026-07-30T10:14:00,0
pay_0034001177,order_0034001177,70857,wallet,none,captured,1417,255,2026-07-28T02:59:42,0
pay_0034001178,order_0034001178,187121,card,visa,captured,3742,674,2026-07-13T13:03:56,0
pay_0034001179,order_0034001179,41235,upi,none,captured,0,0,2026-07-06T09:03:10,0
pay_0034001180,order_0034001180,149628,netbanking,none,captured,2843,512,2026-07-22T22:37:54,0
pay_0034001181,order_0034001181,94304,upi,none,captured,0,0,2026-07-04T10:41:19,0
pay_0034001182,order_0034001182,90770,card,rupay,captured,908,163,2026-07-05T11:20:36,0
pay_0034001183,order_0034001183,58024,card,visa,captured,1160,209,2026-07-21T02:34:49,0
pay_0034001184,order_0034001184,118783,upi,none,captured,0,0,2026-07-31T03:18:38,0
pay_0034001185,order_0034001185,84298,upi,none,captured,0,0,2026-07-21T05:09:20,0
pay_0034001186,order_0034001186,64977,wallet,none,failed,0,0,2026-07-12T01:40:38,0
pay_0034001187,order_0034001187,249690,card,rupay,captured,2497,449,2026-07-08T19:42:06,0
pay_0034001188,order_0034001188,151888,upi,none,captured,0,0,2026-07-03T22:46:50,0
pay_0034001189,order_0034001189,11251,card,visa,captured,225,41,2026-07-19T20:32:37,0
pay_0034001190,order_0034001190,100752,card,mastercard,captured,2015,363,2026-07-05T09:57:36,0
pay_0034001191,order_0034001191,55304,upi,none,captured,0,0,2026-07-31T13:36:28,0
pay_0034001192,order_0034001192,115521,upi,none,captured,0,0,2026-07-04T03:52:04,0
pay_0034001193,order_0034001193,35520,netbanking,none,captured,675,122,2026-07-22T17:37:13,0
pay_0034001194,order_0034001194,74087,card,visa,captured,1482,267,2026-07-28T20:32:31,0
pay_0034001195,order_0034001195,81974,upi,none,captured,0,0,2026-07-08T13:46:34,0
pay_0034001196,order_0034001196,26267,upi,none,captured,0,0,2026-07-20T18:03:50,0
pay_0034001197,order_0034001197,162874,netbanking,none,captured,3095,557,2026-07-29T03:43:41,0
pay_0034001198,order_0034001198,301014,card,rupay,captured,3010,542,2026-07-27T07:43:48,0
pay_0034001199,order_0034001199,52390,upi,none,captured,0,0,2026-07-06T01:59:01,0
pay_0034001200,order_0034001200,75176,upi,none,failed,0,0,2026-07-22T06:17:31,0
pay_0034001201,order_0034001201,57976,upi,none,captured,0,0,2026-07-28T03:31:10,0
pay_0034001202,order_0034001202,38520,card,mastercard,captured,770,139,2026-07-23T00:51:35,0
pay_0034001203,order_0034001203,722425,card,rupay,captured,16616,2991,2026-07-10T23:27:48,1
